TIME,AUTHOR,TEXT,TIMESTAMP,REVOICABLE,AGREE_CANDIDATE,AGREEMENT,DISAGREEMENT,NEGATIVITY,POSITIVITY,QUESTION,INHERITANCE,EXPLANATION_CONTRIBUTION,EXPLANATION_REQUEST,PREDICTION_CONTRIBUTION,GIVING_OPINION,HELP_REQUEST,CHALLENGE_CONTRIBUTION,CHALLENGE_REQUEST,REVOICE_CONTRIBUTION,REVOICE_REQUEST
00:04:55,827CN6,,1363017895479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:55,827CN6,,1363017895482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:55,827CN6,,1363017895484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:55,827CN6,,1363017895586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:55,827CN6,,1363017895588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:55,827CN6,,1363017895590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:55,827CN6,,1363017895592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:55,827CN6,,1363017895994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:55,827CN6,,1363017895996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:04:56,827CN6,,1363017896753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:05:04,827CN6,,1363017904562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:05:05,827CN6,,1363017905064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:05:05,827CN6,,1363017905066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:05:05,827CN6,,1363017905067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:05:05,827CN6,,1363017905069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:05:05,827CN6,,1363017905071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:05:05,827CN6,,1363017905072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:05:05,827CN6,,1363017905074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:05:05,827CN6,,1363017905076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:05:05,827CN6,,1363017905278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:05:20,827CN6,joe did that,1363017920900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:05:33,842CN6,o okay. welll whats the things asking/,1363017933929,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
00:05:53,839CN6,one parent would be gg and one would gg right?,1363017953670,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
00:06:41,839CN6,because lower case g is recessive,1363018001026,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
00:06:45,842CN6,one parent has orange fur and the other has white or what? ,1363018005555,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
00:07:10,TUT,The most likely answer is that both parents are heterozygous orange.,1363018030292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:07:10,TUT,Which parent genotypes could NEVER produce both orange kittens and white kittens?,1363018030293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:07:42,827CN6,okay,1363018062712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:07:48,839CN6,Gg,1363018068525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:08:09,827CN6,whats next.?,1363018089550,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
00:08:17,827CN6,.+,1363018097565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:09:04,827CN6,Gg,1363018144707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:09:12,842CN6,Yea. Gg,1363018152221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:09:20,TUT,"For the final mystery, predict the genotypes (and phenotypes) of the parents that could have produced this litter of kittens - I won't show you the answer.",1363018160972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:09:20,TUT,Make sure you explain your reasoning scientifically.,1363018160973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:09:34,827CN6,,1363018174238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:09:34,827CN6,,1363018174239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:09:34,827CN6,,1363018174239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:09:41,827CN6,,1363018181045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:10:20,839CN6,i dont understand the question,1363018220578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:10:58,842CN6,what would be the genotypes and phenotypes of the kittens parents. ,1363018258229,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
00:11:35,TUT,"Make sure you all agree, and fully understand your team's explanation.",1363018295053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:11:56,839CN6,i dont understand the question sage,1363018316579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:12:37,827CN6,,1363018357709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:12:45,839CN6,okay then are we done?,1363018365226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
00:12:52,827CN6,yeesssssssssssssss,1363018372740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:12:54,842CN6,i dont know,1363018374246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:13:07,842CN6,i dont even know whats going on. ,1363018387063,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
00:13:11,827CN6,i think its Gg gg,1363018391082,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
00:15:00,TUT,"All right, we're wrapping up. Thanks, team!",1363018500635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00:15:00,TUT,Please turn off your screen and begin your post-test.,1363018500635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
